Codigo_UF,Nome_UF,Código Município Completo,Nome_Município,MUNICIPIO,SIGLA_UF
31,Minas Gerais,3143401,Monte Sião,MONTE SIAO,MG
31,Minas Gerais,3143302,Montes Claros,MONTES CLAROS,MG
31,Minas Gerais,3143450,Montezuma,MONTEZUMA,MG
31,Minas Gerais,3143500,Morada Nova de Minas,MORADA NOVA DE MINAS,MG
31,Minas Gerais,3143609,Morro da Garça,MORRO DA GARCA,MG
31,Minas Gerais,3143708,Morro do Pilar,MORRO DO PILAR,MG
31,Minas Gerais,3143807,Munhoz,MUNHOZ,MG
31,Minas Gerais,3143906,Muriaé,MURIAE,MG
31,Minas Gerais,3144003,Mutum,MUTUM,MG
31,Minas Gerais,3144102,Muzambinho,MUZAMBINHO,MG
31,Minas Gerais,3144201,Nacip Raydan,NACIP RAYDAN,MG
31,Minas Gerais,3144300,Nanuque,NANUQUE,MG
31,Minas Gerais,3144359,Naque,NAQUE,MG
31,Minas Gerais,3144375,Natalândia,NATALANDIA,MG
31,Minas Gerais,3144409,Natércia,NATERCIA,MG
31,Minas Gerais,3144508,Nazareno,NAZARENO,MG
31,Minas Gerais,3144607,Nepomuceno,NEPOMUCENO,MG
31,Minas Gerais,3144656,Ninheira,NINHEIRA,MG
31,Minas Gerais,3144672,Nova Belém,NOVA BELEM,MG
31,Minas Gerais,3144706,Nova Era,NOVA ERA,MG
31,Minas Gerais,3144805,Nova Lima,NOVA LIMA,MG
31,Minas Gerais,3144904,Nova Módica,NOVA MODICA,MG
31,Minas Gerais,3145000,Nova Ponte,NOVA PONTE,MG
31,Minas Gerais,3145059,Nova Porteirinha,NOVA PORTEIRINHA,MG
31,Minas Gerais,3145109,Nova Resende,NOVA RESENDE,MG
31,Minas Gerais,3145208,Nova Serrana,NOVA SERRANA,MG
31,Minas Gerais,3136603,Nova União,NOVA UNIAO,MG
31,Minas Gerais,3145307,Novo Cruzeiro,NOVO CRUZEIRO,MG
31,Minas Gerais,3145356,Novo Oriente de Minas,NOVO ORIENTE DE MINAS,MG
31,Minas Gerais,3145372,Novorizonte,NOVORIZONTE,MG
31,Minas Gerais,3145406,Olaria,OLARIA,MG
31,Minas Gerais,3145455,Olhos-d'Água,OLHOSDAGUA,MG
31,Minas Gerais,3145505,Olímpio Noronha,OLIMPIO NORONHA,MG
31,Minas Gerais,3145604,Oliveira,OLIVEIRA,MG
31,Minas Gerais,3145703,Oliveira Fortes,OLIVEIRA FORTES,MG
31,Minas Gerais,3145802,Onça de Pitangui,ONCA DE PITANGUI,MG
31,Minas Gerais,3145851,Oratórios,ORATORIOS,MG
31,Minas Gerais,3145877,Orizânia,ORIZANIA,MG
31,Minas Gerais,3145901,Ouro Branco,OURO BRANCO,MG
31,Minas Gerais,3146008,Ouro Fino,OURO FINO,MG
31,Minas Gerais,3146107,Ouro Preto,OURO PRETO,MG
31,Minas Gerais,3146206,Ouro Verde de Minas,OURO VERDE DE MINAS,MG
31,Minas Gerais,3146255,Padre Carvalho,PADRE CARVALHO,MG
31,Minas Gerais,3146305,Padre Paraíso,PADRE PARAISO,MG
31,Minas Gerais,3146552,Pai Pedro,PAI PEDRO,MG
31,Minas Gerais,3146404,Paineiras,PAINEIRAS,MG
31,Minas Gerais,3146503,Pains,PAINS,MG
31,Minas Gerais,3146602,Paiva,PAIVA,MG
31,Minas Gerais,3146701,Palma,PALMA,MG
31,Minas Gerais,3146750,Palmópolis,PALMOPOLIS,MG
31,Minas Gerais,3146909,Papagaios,PAPAGAIOS,MG
31,Minas Gerais,3147105,Pará de Minas,PARA DE MINAS,MG
31,Minas Gerais,3147006,Paracatu,PARACATU,MG
31,Minas Gerais,3147204,Paraguaçu,PARAGUACU,MG
31,Minas Gerais,3147303,Paraisópolis,PARAISOPOLIS,MG
31,Minas Gerais,3147402,Paraopeba,PARAOPEBA,MG
31,Minas Gerais,3147600,Passa Quatro,PASSA QUATRO,MG
31,Minas Gerais,3147709,Passa Tempo,PASSA TEMPO,MG
31,Minas Gerais,3147808,Passa Vinte,PASSA VINTE,MG
31,Minas Gerais,3147501,Passabém,PASSABEM,MG
31,Minas Gerais,3147907,Passos,PASSOS,MG
31,Minas Gerais,3147956,Patis,PATIS,MG
31,Minas Gerais,3148004,Patos de Minas,PATOS DE MINAS,MG
31,Minas Gerais,3148103,Patrocínio,PATROCINIO,MG
31,Minas Gerais,3148202,Patrocínio do Muriaé,PATROCINIO DO MURIAE,MG
31,Minas Gerais,3148301,Paula Cândido,PAULA CANDIDO,MG
31,Minas Gerais,3148400,Paulistas,PAULISTAS,MG
31,Minas Gerais,3148509,Pavão,PAVAO,MG
31,Minas Gerais,3148608,Peçanha,PECANHA,MG
31,Minas Gerais,3148707,Pedra Azul,PEDRA AZUL,MG
31,Minas Gerais,3148756,Pedra Bonita,PEDRA BONITA,MG
31,Minas Gerais,3148806,Pedra do Anta,PEDRA DO ANTA,MG
31,Minas Gerais,3148905,Pedra do Indaiá,PEDRA DO INDAIA,MG
31,Minas Gerais,3149002,Pedra Dourada,PEDRA DOURADA,MG
31,Minas Gerais,3149101,Pedralva,PEDRALVA,MG
31,Minas Gerais,3149150,Pedras de Maria da Cruz,PEDRAS DE MARIA DA CRUZ,MG
31,Minas Gerais,3149200,Pedrinópolis,PEDRINOPOLIS,MG
31,Minas Gerais,3149309,Pedro Leopoldo,PEDRO LEOPOLDO,MG
31,Minas Gerais,3149408,Pedro Teixeira,PEDRO TEIXEIRA,MG
31,Minas Gerais,3149507,Pequeri,PEQUERI,MG
31,Minas Gerais,3149606,Pequi,PEQUI,MG
31,Minas Gerais,3149705,Perdigão,PERDIGAO,MG
31,Minas Gerais,3149804,Perdizes,PERDIZES,MG
31,Minas Gerais,3149903,Perdões,PERDOES,MG
31,Minas Gerais,3149952,Periquito,PERIQUITO,MG
31,Minas Gerais,3150000,Pescador,PESCADOR,MG
31,Minas Gerais,3150109,Piau,PIAU,MG
31,Minas Gerais,3150158,Piedade de Caratinga,PIEDADE DE CARATINGA,MG
31,Minas Gerais,3150208,Piedade de Ponte Nova,PIEDADE DE PONTE NOVA,MG
31,Minas Gerais,3150307,Piedade do Rio Grande,PIEDADE DO RIO GRANDE,MG
31,Minas Gerais,3150406,Piedade dos Gerais,PIEDADE DOS GERAIS,MG
31,Minas Gerais,3150505,Pimenta,PIMENTA,MG
31,Minas Gerais,3150539,Pingo-d'Água,PINGODAGUA,MG
31,Minas Gerais,3150570,Pintópolis,PINTOPOLIS,MG
31,Minas Gerais,3150604,Piracema,PIRACEMA,MG
31,Minas Gerais,3150703,Pirajuba,PIRAJUBA,MG
31,Minas Gerais,3150802,Piranga,PIRANGA,MG
31,Minas Gerais,3150901,Piranguçu,PIRANGUCU,MG
31,Minas Gerais,3151008,Piranguinho,PIRANGUINHO,MG
31,Minas Gerais,3151107,Pirapetinga,PIRAPETINGA,MG
31,Minas Gerais,3151206,Pirapora,PIRAPORA,MG
31,Minas Gerais,3151305,Piraúba,PIRAUBA,MG
31,Minas Gerais,3151404,Pitangui,PITANGUI,MG
31,Minas Gerais,3151503,Piumhi,PIUMHI,MG
31,Minas Gerais,3151602,Planura,PLANURA,MG
31,Minas Gerais,3151701,Poço Fundo,POCO FUNDO,MG
31,Minas Gerais,3151800,Poços de Caldas,POCOS DE CALDAS,MG
31,Minas Gerais,3151909,Pocrane,POCRANE,MG
31,Minas Gerais,3152006,Pompéu,POMPEU,MG
31,Minas Gerais,3152105,Ponte Nova,PONTE NOVA,MG
31,Minas Gerais,3152131,Ponto Chique,PONTO CHIQUE,MG
31,Minas Gerais,3152170,Ponto dos Volantes,PONTO DOS VOLANTES,MG
31,Minas Gerais,3152204,Porteirinha,PORTEIRINHA,MG
31,Minas Gerais,3152303,Porto Firme,PORTO FIRME,MG
31,Minas Gerais,3152402,Poté,POTE,MG
31,Minas Gerais,3152501,Pouso Alegre,POUSO ALEGRE,MG
31,Minas Gerais,3152600,Pouso Alto,POUSO ALTO,MG
31,Minas Gerais,3152709,Prados,PRADOS,MG
31,Minas Gerais,3152808,Prata,PRATA,MG
31,Minas Gerais,3152907,Pratápolis,PRATAPOLIS,MG
31,Minas Gerais,3153004,Pratinha,PRATINHA,MG
31,Minas Gerais,3153103,Presidente Bernardes,PRESIDENTE BERNARDES,MG
31,Minas Gerais,3153202,Presidente Juscelino,PRESIDENTE JUSCELINO,MG
31,Minas Gerais,3153301,Presidente Kubitschek,PRESIDENTE KUBITSCHEK,MG
31,Minas Gerais,3153400,Presidente Olegário,PRESIDENTE OLEGARIO,MG
31,Minas Gerais,3153608,Prudente de Morais,PRUDENTE DE MORAIS,MG
31,Minas Gerais,3153707,Quartel Geral,QUARTEL GERAL,MG
31,Minas Gerais,3153806,Queluzito,QUELUZITO,MG
31,Minas Gerais,3153905,Raposos,RAPOSOS,MG
31,Minas Gerais,3154002,Raul Soares,RAUL SOARES,MG
31,Minas Gerais,3154101,Recreio,RECREIO,MG
31,Minas Gerais,3154150,Reduto,REDUTO,MG
31,Minas Gerais,3154200,Resende Costa,RESENDE COSTA,MG
31,Minas Gerais,3154309,Resplendor,RESPLENDOR,MG
31,Minas Gerais,3154408,Ressaquinha,RESSAQUINHA,MG
31,Minas Gerais,3154457,Riachinho,RIACHINHO,MG
31,Minas Gerais,3154507,Riacho dos Machados,RIACHO DOS MACHADOS,MG
31,Minas Gerais,3154606,Ribeirão das Neves,RIBEIRAO DAS NEVES,MG
31,Minas Gerais,3154705,Ribeirão Vermelho,RIBEIRAO VERMELHO,MG
31,Minas Gerais,3154804,Rio Acima,RIO ACIMA,MG
31,Minas Gerais,3154903,Rio Casca,RIO CASCA,MG
31,Minas Gerais,3155108,Rio do Prado,RIO DO PRADO,MG
31,Minas Gerais,3155009,Rio Doce,RIO DOCE,MG
31,Minas Gerais,3155207,Rio Espera,RIO ESPERA,MG
31,Minas Gerais,3155306,Rio Manso,RIO MANSO,MG
31,Minas Gerais,3155405,Rio Novo,RIO NOVO,MG
31,Minas Gerais,3155504,Rio Paranaíba,RIO PARANAIBA,MG
31,Minas Gerais,3155603,Rio Pardo de Minas,RIO PARDO DE MINAS,MG
31,Minas Gerais,3155702,Rio Piracicaba,RIO PIRACICABA,MG
31,Minas Gerais,3155801,Rio Pomba,RIO POMBA,MG
31,Minas Gerais,3155900,Rio Preto,RIO PRETO,MG
31,Minas Gerais,3156007,Rio Vermelho,RIO VERMELHO,MG
31,Minas Gerais,3156106,Ritápolis,RITAPOLIS,MG
31,Minas Gerais,3156205,Rochedo de Minas,ROCHEDO DE MINAS,MG
31,Minas Gerais,3156304,Rodeiro,RODEIRO,MG
31,Minas Gerais,3156403,Romaria,ROMARIA,MG
31,Minas Gerais,3156452,Rosário da Limeira,ROSARIO DA LIMEIRA,MG
31,Minas Gerais,3156502,Rubelita,RUBELITA,MG
31,Minas Gerais,3156601,Rubim,RUBIM,MG
31,Minas Gerais,3156700,Sabará,SABARA,MG
31,Minas Gerais,3156809,Sabinópolis,SABINOPOLIS,MG
31,Minas Gerais,3156908,Sacramento,SACRAMENTO,MG
31,Minas Gerais,3157005,Salinas,SALINAS,MG
31,Minas Gerais,3157104,Salto da Divisa,SALTO DA DIVISA,MG
31,Minas Gerais,3157203,Santa Bárbara,SANTA BARBARA,MG
31,Minas Gerais,3157252,Santa Bárbara do Leste,SANTA BARBARA DO LESTE,MG
31,Minas Gerais,3157278,Santa Bárbara do Monte Verde,SANTA BARBARA DO MONTE VERDE,MG
31,Minas Gerais,3157302,Santa Bárbara do Tugúrio,SANTA BARBARA DO TUGURIO,MG
31,Minas Gerais,3157336,Santa Cruz de Minas,SANTA CRUZ DE MINAS,MG
31,Minas Gerais,3157377,Santa Cruz de Salinas,SANTA CRUZ DE SALINAS,MG
31,Minas Gerais,3157401,Santa Cruz do Escalvado,SANTA CRUZ DO ESCALVADO,MG
31,Minas Gerais,3157500,Santa Efigênia de Minas,SANTA EFIGENIA DE MINAS,MG
31,Minas Gerais,3157609,Santa Fé de Minas,SANTA FE DE MINAS,MG
31,Minas Gerais,3157658,Santa Helena de Minas,SANTA HELENA DE MINAS,MG
31,Minas Gerais,3157708,Santa Juliana,SANTA JULIANA,MG
31,Minas Gerais,3157807,Santa Luzia,SANTA LUZIA,MG
31,Minas Gerais,3157906,Santa Margarida,SANTA MARGARIDA,MG
31,Minas Gerais,3158003,Santa Maria de Itabira,SANTA MARIA DE ITABIRA,MG
31,Minas Gerais,3158102,Santa Maria do Salto,SANTA MARIA DO SALTO,MG
31,Minas Gerais,3158201,Santa Maria do Suaçuí,SANTA MARIA DO SUACUI,MG
31,Minas Gerais,3159209,Santa Rita de Caldas,SANTA RITA DE CALDAS,MG
31,Minas Gerais,3159407,Santa Rita de Ibitipoca,SANTA RITA DE IBITIPOCA,MG
31,Minas Gerais,3159308,Santa Rita de Jacutinga,SANTA RITA DE JACUTINGA,MG
31,Minas Gerais,3159357,Santa Rita de Minas,SANTA RITA DE MINAS,MG
31,Minas Gerais,3159506,Santa Rita do Itueto,SANTA RITA DO ITUETO,MG
31,Minas Gerais,3159605,Santa Rita do Sapucaí,SANTA RITA DO SAPUCAI,MG
31,Minas Gerais,3159704,Santa Rosa da Serra,SANTA ROSA DA SERRA,MG
31,Minas Gerais,3159803,Santa Vitória,SANTA VITORIA,MG
31,Minas Gerais,3158300,Santana da Vargem,SANTANA DA VARGEM,MG
31,Minas Gerais,3158409,Santana de Cataguases,SANTANA DE CATAGUASES,MG
31,Minas Gerais,3158508,Santana de Pirapama,SANTANA DE PIRAPAMA,MG
31,Minas Gerais,3158607,Santana do Deserto,SANTANA DO DESERTO,MG
31,Minas Gerais,3158706,Santana do Garambéu,SANTANA DO GARAMBEU,MG
31,Minas Gerais,3158805,Santana do Jacaré,SANTANA DO JACARE,MG
31,Minas Gerais,3158904,Santana do Manhuaçu,SANTANA DO MANHUACU,MG
31,Minas Gerais,3158953,Santana do Paraíso,SANTANA DO PARAISO,MG
31,Minas Gerais,3159001,Santana do Riacho,SANTANA DO RIACHO,MG
31,Minas Gerais,3159100,Santana dos Montes,SANTANA DOS MONTES,MG
31,Minas Gerais,3159902,Santo Antônio do Amparo,SANTO ANTONIO DO AMPARO,MG
31,Minas Gerais,3160009,Santo Antônio do Aventureiro,SANTO ANTONIO DO AVENTUREIRO,MG
31,Minas Gerais,3160108,Santo Antônio do Grama,SANTO ANTONIO DO GRAMA,MG
31,Minas Gerais,3160207,Santo Antônio do Itambé,SANTO ANTONIO DO ITAMBE,MG
31,Minas Gerais,3160306,Santo Antônio do Jacinto,SANTO ANTONIO DO JACINTO,MG
31,Minas Gerais,3160405,Santo Antônio do Monte,SANTO ANTONIO DO MONTE,MG
31,Minas Gerais,3160454,Santo Antônio do Retiro,SANTO ANTONIO DO RETIRO,MG
31,Minas Gerais,3160504,Santo Antônio do Rio Abaixo,SANTO ANTONIO DO RIO ABAIXO,MG
31,Minas Gerais,3160603,Santo Hipólito,SANTO HIPOLITO,MG
31,Minas Gerais,3160702,Santos Dumont,SANTOS DUMONT,MG
31,Minas Gerais,3160801,São Bento Abade,SAO BENTO ABADE,MG
31,Minas Gerais,3160900,São Brás do Suaçuí,SAO BRAS DO SUACUI,MG
31,Minas Gerais,3160959,São Domingos das Dores,SAO DOMINGOS DAS DORES,MG
31,Minas Gerais,3161007,São Domingos do Prata,SAO DOMINGOS DO PRATA,MG
31,Minas Gerais,3161056,São Félix de Minas,SAO FELIX DE MINAS,MG
31,Minas Gerais,3161106,São Francisco,SAO FRANCISCO,MG
31,Minas Gerais,3161205,São Francisco de Paula,SAO FRANCISCO DE PAULA,MG
31,Minas Gerais,3161304,São Francisco de Sales,SAO FRANCISCO DE SALES,MG
31,Minas Gerais,3161403,São Francisco do Glória,SAO FRANCISCO DO GLORIA,MG
31,Minas Gerais,3161502,São Geraldo,SAO GERALDO,MG
31,Minas Gerais,3161601,São Geraldo da Piedade,SAO GERALDO DA PIEDADE,MG
31,Minas Gerais,3161650,São Geraldo do Baixio,SAO GERALDO DO BAIXIO,MG
31,Minas Gerais,3161700,São Gonçalo do Abaeté,SAO GONCALO DO ABAETE,MG
31,Minas Gerais,3161809,São Gonçalo do Pará,SAO GONCALO DO PARA,MG
31,Minas Gerais,3161908,São Gonçalo do Rio Abaixo,SAO GONCALO DO RIO ABAIXO,MG
31,Minas Gerais,3125507,São Gonçalo do Rio Preto,SAO GONCALO DO RIO PRETO,MG
31,Minas Gerais,3162005,São Gonçalo do Sapucaí,SAO GONCALO DO SAPUCAI,MG
31,Minas Gerais,3162104,São Gotardo,SAO GOTARDO,MG
31,Minas Gerais,3162203,São João Batista do Glória,SAO JOAO BATISTA DO GLORIA,MG
31,Minas Gerais,3162252,São João da Lagoa,SAO JOAO DA LAGOA,MG
31,Minas Gerais,3162302,São João da Mata,SAO JOAO DA MATA,MG
31,Minas Gerais,3162401,São João da Ponte,SAO JOAO DA PONTE,MG
31,Minas Gerais,3162450,São João das Missões,SAO JOAO DAS MISSOES,MG
31,Minas Gerais,3162500,São João del Rei,SAO JOAO DEL REI,MG
31,Minas Gerais,3162559,São João do Manhuaçu,SAO JOAO DO MANHUACU,MG
31,Minas Gerais,3162575,São João do Manteninha,SAO JOAO DO MANTENINHA,MG
31,Minas Gerais,3162609,São João do Oriente,SAO JOAO DO ORIENTE,MG
31,Minas Gerais,3162658,São João do Pacuí,SAO JOAO DO PACUI,MG
31,Minas Gerais,3162708,São João do Paraíso,SAO JOAO DO PARAISO,MG
31,Minas Gerais,3162807,São João Evangelista,SAO JOAO EVANGELISTA,MG
31,Minas Gerais,3162906,São João Nepomuceno,SAO JOAO NEPOMUCENO,MG
31,Minas Gerais,3162922,São Joaquim de Bicas,SAO JOAQUIM DE BICAS,MG
31,Minas Gerais,3162948,São José da Barra,SAO JOSE DA BARRA,MG
31,Minas Gerais,3162955,São José da Lapa,SAO JOSE DA LAPA,MG
31,Minas Gerais,3163003,São José da Safira,SAO JOSE DA SAFIRA,MG
31,Minas Gerais,3163102,São José da Varginha,SAO JOSE DA VARGINHA,MG
31,Minas Gerais,3163201,São José do Alegre,SAO JOSE DO ALEGRE,MG
31,Minas Gerais,3163300,São José do Divino,SAO JOSE DO DIVINO,MG
31,Minas Gerais,3163409,São José do Goiabal,SAO JOSE DO GOIABAL,MG
31,Minas Gerais,3163508,São José do Jacuri,SAO JOSE DO JACURI,MG
31,Minas Gerais,3163607,São José do Mantimento,SAO JOSE DO MANTIMENTO,MG
31,Minas Gerais,3163706,São Lourenço,SAO LOURENCO,MG
31,Minas Gerais,3163805,São Miguel do Anta,SAO MIGUEL DO ANTA,MG
31,Minas Gerais,3163904,São Pedro da União,SAO PEDRO DA UNIAO,MG
31,Minas Gerais,3164100,São Pedro do Suaçuí,SAO PEDRO DO SUACUI,MG
31,Minas Gerais,3164001,São Pedro dos Ferros,SAO PEDRO DOS FERROS,MG
31,Minas Gerais,3164209,São Romão,SAO ROMAO,MG
31,Minas Gerais,3164308,São Roque de Minas,SAO ROQUE DE MINAS,MG
31,Minas Gerais,3164407,São Sebastião da Bela Vista,SAO SEBASTIAO DA BELA VISTA,MG
31,Minas Gerais,3164431,São Sebastião da Vargem Alegre,SAO SEBASTIAO DA VARGEM ALEGRE,MG
31,Minas Gerais,3164472,São Sebastião do Anta,SAO SEBASTIAO DO ANTA,MG
31,Minas Gerais,3164506,São Sebastião do Maranhão,SAO SEBASTIAO DO MARANHAO,MG
31,Minas Gerais,3164605,São Sebastião do Oeste,SAO SEBASTIAO DO OESTE,MG
31,Minas Gerais,3164704,São Sebastião do Paraíso,SAO SEBASTIAO DO PARAISO,MG
31,Minas Gerais,3164803,São Sebastião do Rio Preto,SAO SEBASTIAO DO RIO PRETO,MG
31,Minas Gerais,3164902,São Sebastião do Rio Verde,SAO SEBASTIAO DO RIO VERDE,MG
31,Minas Gerais,3165008,São Tiago,SAO TIAGO,MG
31,Minas Gerais,3165107,São Tomás de Aquino,SAO TOMAS DE AQUINO,MG
31,Minas Gerais,3165206,São Tomé das Letras,SAO TOME DAS LETRAS,MG
31,Minas Gerais,3165305,São Vicente de Minas,SAO VICENTE DE MINAS,MG
31,Minas Gerais,3165404,Sapucaí-Mirim,SAPUCAIMIRIM,MG
31,Minas Gerais,3165503,Sardoá,SARDOA,MG
31,Minas Gerais,3165537,Sarzedo,SARZEDO,MG
31,Minas Gerais,3165560,Sem-Peixe,SEMPEIXE,MG
31,Minas Gerais,3165578,Senador Amaral,SENADOR AMARAL,MG
31,Minas Gerais,3165602,Senador Cortes,SENADOR CORTES,MG
31,Minas Gerais,3165701,Senador Firmino,SENADOR FIRMINO,MG
31,Minas Gerais,3165800,Senador José Bento,SENADOR JOSE BENTO,MG
31,Minas Gerais,3165909,Senador Modestino Gonçalves,SENADOR MODESTINO GONCALVES,MG
31,Minas Gerais,3166006,Senhora de Oliveira,SENHORA DE OLIVEIRA,MG
31,Minas Gerais,3166105,Senhora do Porto,SENHORA DO PORTO,MG
31,Minas Gerais,3166204,Senhora dos Remédios,SENHORA DOS REMEDIOS,MG
31,Minas Gerais,3166303,Sericita,SERICITA,MG
31,Minas Gerais,3166402,Seritinga,SERITINGA,MG
31,Minas Gerais,3166501,Serra Azul de Minas,SERRA AZUL DE MINAS,MG
31,Minas Gerais,3166600,Serra da Saudade,SERRA DA SAUDADE,MG
31,Minas Gerais,3166808,Serra do Salitre,SERRA DO SALITRE,MG
31,Minas Gerais,3166709,Serra dos Aimorés,SERRA DOS AIMORES,MG
31,Minas Gerais,3166907,Serrania,SERRANIA,MG
31,Minas Gerais,3166956,Serranópolis de Minas,SERRANOPOLIS DE MINAS,MG
31,Minas Gerais,3167004,Serranos,SERRANOS,MG
31,Minas Gerais,3167103,Serro,SERRO,MG
31,Minas Gerais,3167202,Sete Lagoas,SETE LAGOAS,MG
31,Minas Gerais,3165552,Setubinha,SETUBINHA,MG
31,Minas Gerais,3167301,Silveirânia,SILVEIRANIA,MG
31,Minas Gerais,3167400,Silvianópolis,SILVIANOPOLIS,MG
31,Minas Gerais,3167509,Simão Pereira,SIMAO PEREIRA,MG
31,Minas Gerais,3167608,Simonésia,SIMONESIA,MG
31,Minas Gerais,3167707,Sobrália,SOBRALIA,MG
31,Minas Gerais,3167806,Soledade de Minas,SOLEDADE DE MINAS,MG
31,Minas Gerais,3167905,Tabuleiro,TABULEIRO,MG
31,Minas Gerais,3168002,Taiobeiras,TAIOBEIRAS,MG
31,Minas Gerais,3168051,Taparuba,TAPARUBA,MG
31,Minas Gerais,3168101,Tapira,TAPIRA,MG
31,Minas Gerais,3168200,Tapiraí,TAPIRAI,MG
31,Minas Gerais,3168309,Taquaraçu de Minas,TAQUARACU DE MINAS,MG
31,Minas Gerais,3168408,Tarumirim,TARUMIRIM,MG
31,Minas Gerais,3168507,Teixeiras,TEIXEIRAS,MG
31,Minas Gerais,3168606,Teófilo Otoni,TEOFILO OTONI,MG
31,Minas Gerais,3168705,Timóteo,TIMOTEO,MG
31,Minas Gerais,3168804,Tiradentes,TIRADENTES,MG
31,Minas Gerais,3168903,Tiros,TIROS,MG
31,Minas Gerais,3169000,Tocantins,TOCANTINS,MG
31,Minas Gerais,3169059,Tocos do Moji,TOCOS DO MOJI,MG
31,Minas Gerais,3169109,Toledo,TOLEDO,MG
31,Minas Gerais,3169208,Tombos,TOMBOS,MG
31,Minas Gerais,3169307,Três Corações,TRES CORACOES,MG
31,Minas Gerais,3169356,Três Marias,TRES MARIAS,MG
31,Minas Gerais,3169406,Três Pontas,TRES PONTAS,MG
31,Minas Gerais,3169505,Tumiritinga,TUMIRITINGA,MG
31,Minas Gerais,3169604,Tupaciguara,TUPACIGUARA,MG
31,Minas Gerais,3169703,Turmalina,TURMALINA,MG
31,Minas Gerais,3169802,Turvolândia,TURVOLANDIA,MG
31,Minas Gerais,3169901,Ubá,UBA,MG
31,Minas Gerais,3170008,Ubaí,UBAI,MG
31,Minas Gerais,3170057,Ubaporanga,UBAPORANGA,MG
31,Minas Gerais,3170107,Uberaba,UBERABA,MG
31,Minas Gerais,3170206,Uberlândia,UBERLANDIA,MG
31,Minas Gerais,3170305,Umburatiba,UMBURATIBA,MG
31,Minas Gerais,3170404,Unaí,UNAI,MG
31,Minas Gerais,3170438,União de Minas,UNIAO DE MINAS,MG
31,Minas Gerais,3170479,Uruana de Minas,URUANA DE MINAS,MG
31,Minas Gerais,3170503,Urucânia,URUCANIA,MG
31,Minas Gerais,3170529,Urucuia,URUCUIA,MG
31,Minas Gerais,3170578,Vargem Alegre,VARGEM ALEGRE,MG
31,Minas Gerais,3170602,Vargem Bonita,VARGEM BONITA,MG
31,Minas Gerais,3170651,Vargem Grande do Rio Pardo,VARGEM GRANDE DO RIO PARDO,MG
31,Minas Gerais,3170701,Varginha,VARGINHA,MG
31,Minas Gerais,3170750,Varjão de Minas,VARJAO DE MINAS,MG
31,Minas Gerais,3170800,Várzea da Palma,VARZEA DA PALMA,MG
31,Minas Gerais,3170909,Varzelândia,VARZELANDIA,MG
31,Minas Gerais,3171006,Vazante,VAZANTE,MG
31,Minas Gerais,3171030,Verdelândia,VERDELANDIA,MG
31,Minas Gerais,3171071,Veredinha,VEREDINHA,MG
31,Minas Gerais,3171105,Veríssimo,VERISSIMO,MG
31,Minas Gerais,3171154,Vermelho Novo,VERMELHO NOVO,MG
31,Minas Gerais,3171204,Vespasiano,VESPASIANO,MG
31,Minas Gerais,3171303,Viçosa,VICOSA,MG
31,Minas Gerais,3171402,Vieiras,VIEIRAS,MG
31,Minas Gerais,3171600,Virgem da Lapa,VIRGEM DA LAPA,MG
31,Minas Gerais,3171709,Virgínia,VIRGINIA,MG
31,Minas Gerais,3171808,Virginópolis,VIRGINOPOLIS,MG
31,Minas Gerais,3171907,Virgolândia,VIRGOLANDIA,MG
31,Minas Gerais,3172004,Visconde do Rio Branco,VISCONDE DO RIO BRANCO,MG
31,Minas Gerais,3172103,Volta Grande,VOLTA GRANDE,MG
31,Minas Gerais,3172202,Wenceslau Braz,WENCESLAU BRAZ,MG
32,Espírito Santo,3200102,Afonso Cláudio,AFONSO CLAUDIO,ES
32,Espírito Santo,3200169,Água Doce do Norte,AGUA DOCE DO NORTE,ES
32,Espírito Santo,3200136,Águia Branca,AGUIA BRANCA,ES
32,Espírito Santo,3200201,Alegre,ALEGRE,ES
32,Espírito Santo,3200300,Alfredo Chaves,ALFREDO CHAVES,ES
32,Espírito Santo,3200359,Alto Rio Novo,ALTO RIO NOVO,ES
32,Espírito Santo,3200409,Anchieta,ANCHIETA,ES
32,Espírito Santo,3200508,Apiacá,APIACA,ES
32,Espírito Santo,3200607,Aracruz,ARACRUZ,ES
32,Espírito Santo,3200706,Atílio Vivácqua,ATILIO VIVACQUA,ES
32,Espírito Santo,3200805,Baixo Guandu,BAIXO GUANDU,ES
32,Espírito Santo,3200904,Barra de São Francisco,BARRA DE SAO FRANCISCO,ES
32,Espírito Santo,3201001,Boa Esperança,BOA ESPERANCA,ES
32,Espírito Santo,3201100,Bom Jesus do Norte,BOM JESUS DO NORTE,ES
32,Espírito Santo,3201159,Brejetuba,BREJETUBA,ES
32,Espírito Santo,3201209,Cachoeiro de Itapemirim,CACHOEIRO DE ITAPEMIRIM,ES
32,Espírito Santo,3201308,Cariacica,CARIACICA,ES
32,Espírito Santo,3201407,Castelo,CASTELO,ES
32,Espírito Santo,3201506,Colatina,COLATINA,ES
32,Espírito Santo,3201605,Conceição da Barra,CONCEICAO DA BARRA,ES
32,Espírito Santo,3201704,Conceição do Castelo,CONCEICAO DO CASTELO,ES
32,Espírito Santo,3201803,Divino de São Lourenço,DIVINO DE SAO LOURENCO,ES
32,Espírito Santo,3201902,Domingos Martins,DOMINGOS MARTINS,ES
32,Espírito Santo,3202009,Dores do Rio Preto,DORES DO RIO PRETO,ES
